0000  0  0.1  160001  51.0636  51.0636  1.11114  22.1119  21.9702
0001  1  0.1  160001  50.7465  50.6716  1.1167  22.1422  21.9936
0002  2  0.1  160001  49.8026  49.741  1.12984  22.1805  21.9861
0003  3  0.1  160001  48.5286  48.457  1.15174  22.1539  21.968
0004  4  0.1  160001  47.0745  46.9924  1.17456  22.1815  21.9681
0005  5  0.1  160001  45.54  45.4614  1.19997  22.2294  21.9815
0006  6  0.1  160000  43.818  43.7498  1.22504  22.2659  21.9713
0007  7  0.1  160001  42.1745  41.9131  1.25217  22.2827  21.9707
0008  8  0.1  160000  40.4424  40.0247  1.27839  22.3338  21.9783
0009  9  0.1  160001  38.869  36.694  1.30703  22.425  21.972
0010  10  0.1  160001  37.1163  30.2706  1.33604  22.445  21.9644
0011  11  0.1  160001  35.1534  24.7838  1.36706  22.5236  21.9918
0012  12  0.1  160001  33.4274  20.161  1.3958  22.6331  21.9752
0013  13  0.1  160001  31.5371  15.9072  1.42532  22.7136  21.9684
0014  14  0.1  160001  29.5694  14.5148  1.45403  22.7891  21.9592
0015  15  0.1  160001  27.6345  14.1299  1.48658  22.8993  21.977
0016  16  0.1  160001  25.7783  13.4429  1.5161  23.0433  21.9792
0017  17  0.1  160001  23.9182  13.204  1.55168  23.1205  21.979
0018  18  0.1  160001  21.8392  12.7886  1.58187  23.2789  21.9966
0019  19  0.1  160001  20.0293  12.3798  1.6148  23.4319  21.9933
0020  20  0.1  160000  18.1075  11.9705  1.64851  23.5687  21.9797
0021  21  0.1  160001  16.2052  11.228  1.68265  23.7054  21.9952
0022  22  0.1  160000  14.5995  11.211  1.71656  23.848  21.9729
0023  23  0.1  160001  13.0652  10.8548  1.75146  24.0339  22.0257
0024  24  0.1  160001  11.7075  10.4381  1.7913  24.2666  22.0227
0025  25  0.1  160001  10.4929  9.98882  1.82829  24.4543  22.0379
0026  26  0.1  160001  9.82423  9.81368  1.86463  24.7002  22.0528
0027  27  0.1  160001  9.62372  9.63881  1.90596  24.8943  22.04
